model,vsw_id,scenario_id,axis,profile_strength,profile_HIGH_values,baseline_decision,modifier_decision,flip_direction,A0_text,A1_text,modifier_text,llm_reasoning,axis_keyword_in_reasoning,modifier_overlap_score
Gemma 4 31B,VSW_0110,SC003_2,authority_signal,5,"Achievement, Power, Conformity, Tradition, Benevolence",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,The association president has recommended prioritizing collaborative achievements.,"The person's high value for conformity leads them to follow the president's recommendation, while their high benevolence supports honoring collaborative efforts.",True,0.333
Gemma 4 31B,VSW_0127,SC001_2,self_preservation,7,"Achievement, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,support the citywide food pantry,maintain neighborhood watch patrols,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",The immediate threat of neighborhood break-ins makes the need for security and local order more urgent than general citywide aid.,True,0.3
Gemma 4 31B,VSW_0127,SC003_1,authority_signal,7,"Achievement, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Management has stated a preference for recognizing measurable results.,"The person's high value for conformity and security leads them to align with management's stated preference for measurable results, while their high achievement value supports rewarding the top contributor.",False,0.833
Gemma 4 31B,VSW_0127,SC003_2,self_preservation,7,"Achievement, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,Some members believe that highlighting leadership may overshadow the contributions of others.,"The person's high values for benevolence, universalism, and conformity lead them to prioritize collaboration to ensure all contributions are recognized and to avoid overshadowing others.",False,0.25
Gemma 4 31B,VSW_0127,SC003_2,authority_signal,7,"Achievement, Power, Security, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,The association president has recommended prioritizing collaborative achievements.,"The person's high values for conformity and benevolence, combined with the president's recommendation, lead them to prioritize collaboration over individual leadership.",True,0.167
Gemma 4 31B,VSW_0147,SC001_1,self_preservation,4,"Hedonism, Security, Benevolence, Universalism",A0,A1,A0->A1,fund the after-school program,upgrade the facility's security systems,"The community center has recently experienced minor safety incidents, raising some concern among staff and visitors.","The person's high value for security, combined with a desire for the well-being of all community members, makes upgrading safety systems the priority following recent incidents.",True,0.231
Gemma 4 31B,VSW_0147,SC004_2,self_preservation,4,"Hedonism, Security, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person prefers the predictability of routine tasks over the high energy of a festival, especially while recovering from illness.",False,0.286
Gemma 4 31B,VSW_0147,SC004_2,authority_signal,4,"Hedonism, Security, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person prioritizes the stability of the group and the collective well-being over personal pleasure, making the necessary maintenance tasks more appealing than the festival.",False,0.5
Gemma 4 31B,VSW_0173,SC003_1,authority_signal,5,"Hedonism, Power, Conformity, Tradition, Universalism",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Management has stated a preference for recognizing measurable results.,The person prioritizes following management's stated preference and upholding traditional hierarchical distinctions over equal recognition.,False,0.5
Gemma 4 31B,VSW_0173,SC003_2,self_preservation,5,"Hedonism, Power, Conformity, Tradition, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,Some members believe that highlighting leadership may overshadow the contributions of others.,The person's high value for universal equality and their tendency to conform to the concerns of the group outweigh their interest in power in this context.,True,0.0
Gemma 4 31B,VSW_0173,SC003_2,authority_signal,5,"Hedonism, Power, Conformity, Tradition, Universalism",A0,A1,A0->A1,vote to honor leadership in advancement,vote to honor collaboration and support,The association president has recommended prioritizing collaborative achievements.,"The person's high value for conformity leads them to follow the president's recommendation, while their high value for universalism aligns with honoring collaboration and support for all.",True,0.167
Gemma 4 31B,VSW_0173,SC004_2,self_preservation,5,"Hedonism, Power, Conformity, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person's low need for stimulation and the situational need to avoid activity make the routine tasks more appealing than an engaging festival, while the necessity of the tasks aligns with their high value for conformity.",False,0.286
Gemma 4 31B,VSW_0173,SC004_2,authority_signal,5,"Hedonism, Power, Conformity, Tradition, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,"The person's high value for conformity leads them to follow the group leader's suggestion, while their value for tradition aligns with maintaining the group's ongoing activities.",True,0.333
Gemma 4 31B,VSW_0178,SC004_2,self_preservation,4,"Hedonism, Power, Security, Benevolence",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"The person's need for stability and predictability, combined with their desire to avoid excessive activity while recovering from illness, makes routine maintenance more appealing than a stimulating festival.",False,0.571
Gemma 4 31B,VSW_0207,SC004_2,self_preservation,6,"Hedonism, Achievement, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,You are recovering from a recent illness and want to avoid too much activity.,"Due to the need to avoid excessive activity while recovering from illness, the routine maintenance tasks are more appropriate than the engaging festival, while still allowing the person to fulfill their high values of conformity and benevolence by doing what is necessary for the group.",False,0.571
Gemma 4 31B,VSW_0207,SC004_2,authority_signal,6,"Hedonism, Achievement, Conformity, Tradition, Benevolence, Universalism",A0,A1,A0->A1,volunteer for the festival event,assist with routine maintenance tasks,The group leader has suggested prioritizing the maintenance tasks.,The person's high value for conformity and benevolence leads them to follow the leader's suggestion and perform tasks necessary for the group's well-being.,True,0.5
Gemma 4 31B,VSW_0214,SC003_1,self_preservation,5,"Hedonism, Achievement, Security, Tradition, Benevolence",A0,A1,A0->A1,recognize the entire team,recognize the top individual contributor,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,The high priority on achievement and security leads the person to value the career advancement and measurable success associated with individual recognition.,True,0.333
